"","THC.Open","THC.High","THC.Low","THC.Close","THC.Volume","THC.Adjusted"
"2010-06-30",4.41,4.54,4.34,4.34,3624000,17.36
"2010-07-01",4.47,4.47,4.05,4.31,5186900,17.24
"2010-07-02",4.31,4.38,4.06,4.15,2767600,16.6
"2010-07-06",4.27,4.45,4.24,4.32,3955100,17.28
"2010-07-07",4.31,4.37,4.21,4.33,2069100,17.32
"2010-07-08",4.37,4.5,4.31,4.48,2533100,17.92
"2010-07-09",4.48,4.6,4.41,4.57,1345600,18.28
"2010-07-12",4.58,4.62,4.46,4.58,2201800,18.32
"2010-07-13",4.61,4.66,4.51,4.56,1579000,18.24
"2010-07-14",4.54,4.65,4.46,4.58,1617300,18.32
"2010-07-15",4.57,4.78,4.52,4.75,2027100,19
"2010-07-16",4.71,4.72,4.47,4.49,1862800,17.96
"2010-07-19",4.51,4.59,4.47,4.55,1455900,18.2
"2010-07-20",4.49,4.61,4.43,4.6,1360700,18.4
"2010-07-21",4.63,4.63,4.28,4.3,2147800,17.2
"2010-07-22",4.38,4.42,4.26,4.28,2248600,17.12
"2010-07-23",4.29,4.46,4.28,4.41,1376200,17.64
"2010-07-26",4.44,4.6,4.39,4.56,1817000,18.24
"2010-07-27",4.63,4.65,4.43,4.47,1627400,17.88
"2010-07-28",4.46,4.5,4.34,4.38,2088500,17.52
"2010-07-29",4.37,4.6,4.37,4.41,3100700,17.64
"2010-07-30",4.36,4.65,4.34,4.6,2348000,18.4
"2010-08-02",4.64,4.78,4.57,4.59,2999300,18.36
"2010-08-03",4.6,4.6,4.25,4.39,5999100,17.56
"2010-08-04",4.4,4.67,4.4,4.62,2932500,18.48
"2010-08-05",4.59,4.64,4.44,4.44,2301800,17.76
"2010-08-06",4.42,4.47,4.36,4.42,1451900,17.68
"2010-08-09",4.44,4.54,4.37,4.52,802200,18.08
"2010-08-10",4.45,4.58,4.42,4.5,1501300,18
"2010-08-11",4.41,4.46,4.28,4.3,2015300,17.2
"2010-08-12",4.26,4.34,4.18,4.2,1596600,16.8
"2010-08-13",4.21,4.26,4.17,4.17,1078000,16.68
"2010-08-16",4.14,4.23,4.1,4.13,1186900,16.52
"2010-08-17",4.15,4.31,4.15,4.24,1663800,16.96
"2010-08-18",4.23,4.31,4.18,4.27,1004500,17.08
"2010-08-19",4.23,4.28,4.15,4.17,1418900,16.68
"2010-08-20",4.15,4.26,4.12,4.23,1154600,16.92
"2010-08-23",4.2,4.27,4.1,4.11,1187600,16.44
"2010-08-24",4.05,4.07,4,4.01,1370800,16.04
"2010-08-25",4,4.12,3.95,4.08,814800,16.32
"2010-08-26",4.1,4.14,3.98,3.99,1158100,15.96
"2010-08-27",4.01,4.11,3.95,4.11,1179100,16.44
"2010-08-30",4.09,4.12,4,4,715700,16
"2010-08-31",4,4.06,3.92,3.92,1328700,15.68
"2010-09-01",3.95,4.26,3.93,4.26,2239700,17.04
"2010-09-02",4.26,4.41,4.26,4.33,1777900,17.32
"2010-09-03",4.45,4.5,4.3,4.37,1904300,17.48
"2010-09-07",4.33,4.35,4.18,4.24,1663700,16.96
"2010-09-08",4.23,4.29,4.12,4.19,1730200,16.76
"2010-09-09",4.21,4.42,4.21,4.42,2283000,17.68
"2010-09-10",4.43,4.48,4.35,4.46,1604300,17.84
"2010-09-13",4.49,4.5,4.28,4.35,4103200,17.4
"2010-09-14",4.32,4.38,4.26,4.33,1470600,17.32
"2010-09-15",4.33,4.49,4.26,4.43,2288900,17.72
"2010-09-16",4.43,4.43,4.32,4.35,1229000,17.4
"2010-09-17",4.37,4.46,4.18,4.22,5393600,16.88
"2010-09-20",4.23,4.45,4.21,4.34,6015100,17.36
"2010-09-21",4.34,4.36,4.21,4.21,2408600,16.84
"2010-09-22",4.23,4.28,4.15,4.27,2227600,17.08
"2010-09-23",4.25,4.3,4.15,4.18,1105000,16.72
"2010-09-24",4.22,4.27,4.19,4.23,2084600,16.92
"2010-09-27",4.22,4.38,4.16,4.36,1692300,17.44
"2010-09-28",4.32,4.42,4.25,4.42,2266500,17.68
"2010-09-29",4.37,4.7,4.36,4.59,4263300,18.36
"2010-09-30",4.61,4.77,4.59,4.72,3040800,18.88
"2010-10-01",4.72,4.74,4.51,4.53,2594800,18.12
"2010-10-04",4.52,4.57,4.51,4.53,1017800,18.12
"2010-10-05",4.51,4.59,4.41,4.51,3074900,18.04
"2010-10-06",4.46,4.5,4.43,4.48,1189300,17.92
"2010-10-07",4.5,4.51,4.39,4.42,1310000,17.68
"2010-10-08",4.4,4.65,4.37,4.62,1725200,18.48
"2010-10-11",4.62,4.65,4.42,4.49,1495800,17.96
"2010-10-12",4.45,4.58,4.4,4.56,1654200,18.24
"2010-10-13",4.59,4.66,4.53,4.56,1203900,18.24
"2010-10-14",4.57,4.61,4.4,4.43,1982300,17.72
"2010-10-15",4.5,4.54,4.4,4.42,1302400,17.68
"2010-10-18",4.43,4.5,4.4,4.47,1382300,17.88
"2010-10-19",4.42,4.47,4.37,4.4,1756400,17.6
"2010-10-20",4.39,4.44,4.32,4.34,1469400,17.36
"2010-10-21",4.35,4.37,4.26,4.31,959800,17.24
"2010-10-22",4.33,4.39,4.3,4.33,653300,17.32
"2010-10-25",4.35,4.37,4.23,4.26,1793200,17.04
"2010-10-26",4.24,4.25,4.18,4.18,1421200,16.72
"2010-10-27",4.14,4.27,4.12,4.22,1330000,16.88
"2010-10-28",4.25,4.38,4.21,4.31,1509300,17.24
"2010-10-29",4.29,4.36,4.26,4.36,1222100,17.44
"2010-11-01",4.38,4.39,4.23,4.3,1919800,17.2
"2010-11-02",4.14,4.31,3.96,4.3,5023000,17.2
"2010-11-03",4.3,4.32,4.23,4.3,1461200,17.2
"2010-11-04",4.36,4.48,4.34,4.47,2291200,17.88
"2010-11-05",4.46,4.58,4.46,4.53,1466300,18.12
"2010-11-08",4.49,4.65,4.49,4.64,1625600,18.56
"2010-11-09",4.66,4.69,4.57,4.6,2064200,18.4
"2010-11-10",4.62,4.62,4.52,4.59,1575400,18.36
"2010-11-11",4.53,4.71,4.49,4.68,3097800,18.72
"2010-11-12",4.65,4.75,4.62,4.65,2739100,18.6
"2010-11-15",4.69,4.69,4.56,4.63,1759200,18.52
"2010-11-16",4.59,4.61,4.45,4.5,2084000,18
"2010-11-17",4.51,4.54,4.41,4.43,1722800,17.72
"2010-11-18",4.47,4.52,4.33,4.38,2267700,17.52
"2010-11-19",4.38,4.4,4.33,4.37,1401700,17.48
"2010-11-22",4.36,4.37,4.3,4.3,1268700,17.2
"2010-11-23",4.28,4.28,4.22,4.25,1656600,17
"2010-11-24",4.27,4.33,4.18,4.22,1388800,16.88
"2010-11-26",4.22,4.27,4.2,4.21,343300,16.84
"2010-11-29",4.18,4.24,4.06,4.14,2453000,16.56
"2010-11-30",4.07,4.12,4.01,4.08,2201800,16.32
"2010-12-01",4.15,4.19,4.08,4.1,2502600,16.4
"2010-12-02",4.11,4.27,4.08,4.25,1862400,17
"2010-12-03",4.22,4.31,4.2,4.29,1386200,17.16
"2010-12-06",4.27,4.28,4.22,4.24,1222000,16.96
"2010-12-07",4.28,4.28,4.18,4.22,1014400,16.88
"2010-12-08",4.22,4.29,4.21,4.26,677200,17.04
"2010-12-09",4.28,4.32,4.26,4.29,1808000,17.16
"2010-12-10",6.43,6.75,6.35,6.65,59996300,26.6
"2010-12-13",6.51,6.59,6.49,6.49,11959000,25.96
"2010-12-14",6.45,6.64,6.44,6.48,5921800,25.92
"2010-12-15",6.46,6.72,6.45,6.64,4494800,26.56
"2010-12-16",6.59,6.66,6.58,6.63,2128600,26.52
"2010-12-17",6.59,6.76,6.58,6.74,3247200,26.96
"2010-12-20",6.66,6.78,6.66,6.76,2526800,27.04
"2010-12-21",6.75,6.86,6.71,6.83,1773600,27.32
"2010-12-22",6.61,6.84,6.61,6.8,1570800,27.2
"2010-12-23",6.72,6.78,6.67,6.71,1128400,26.84
"2010-12-27",6.61,6.74,6.6,6.69,1035500,26.76
"2010-12-28",6.64,6.72,6.64,6.69,342000,26.76
"2010-12-29",6.68,6.73,6.66,6.66,614700,26.64
"2010-12-30",6.65,6.75,6.65,6.72,576700,26.88
"2010-12-31",6.72,6.8,6.69,6.69,1121200,26.76
"2011-01-03",6.75,6.85,6.71,6.8,2288800,27.2
"2011-01-04",6.84,6.89,6.76,6.84,2961500,27.36
"2011-01-05",6.83,6.9,6.77,6.86,1753400,27.44
"2011-01-06",6.9,6.93,6.82,6.87,1765000,27.48
"2011-01-07",6.86,6.9,6.79,6.89,1166900,27.56
"2011-01-10",6.86,6.91,6.78,6.84,3476800,27.36
"2011-01-11",6.97,6.98,6.84,6.88,4246400,27.52
"2011-01-12",6.93,7.01,6.84,7.01,4480900,28.04
"2011-01-13",6.99,7.07,6.94,7,2475200,28
"2011-01-14",6.94,7.1,6.93,7.06,3113400,28.24
"2011-01-18",7.04,7.1,7.02,7.04,1803800,28.16
"2011-01-19",7.05,7.05,6.84,6.85,4884300,27.4
"2011-01-20",6.87,6.9,6.69,6.75,3153000,27
"2011-01-21",6.8,6.81,6.68,6.7,1203100,26.8
"2011-01-24",6.68,6.84,6.66,6.82,2106500,27.28
"2011-01-25",6.78,6.85,6.73,6.8,1092000,27.2
"2011-01-26",6.83,6.85,6.75,6.75,1210400,27
"2011-01-27",6.75,6.8,6.72,6.74,1013800,26.96
"2011-01-28",6.76,6.8,6.57,6.67,2590500,26.68
"2011-01-31",6.65,6.78,6.64,6.65,1149400,26.6
"2011-02-01",6.73,6.73,6.6,6.65,2961400,26.6
"2011-02-02",6.61,6.69,6.6,6.68,1360300,26.72
"2011-02-03",6.66,6.69,6.62,6.66,1883400,26.64
"2011-02-04",6.68,6.69,6.6,6.67,1126300,26.68
"2011-02-07",6.68,6.79,6.66,6.72,1244600,26.88
"2011-02-08",6.66,6.8,6.66,6.78,1038200,27.12
"2011-02-09",6.74,6.9,6.74,6.87,2242000,27.48
"2011-02-10",6.84,6.96,6.81,6.96,1365700,27.84
"2011-02-11",6.94,7.05,6.93,7,1521100,28
"2011-02-14",6.98,7.01,6.95,6.98,751500,27.92
"2011-02-15",6.94,6.98,6.91,6.91,1399900,27.64
"2011-02-16",6.92,7.06,6.91,7.03,2291200,28.12
"2011-02-17",6.99,7.1,6.96,7.04,1811400,28.16
"2011-02-18",7.06,7.1,7,7.01,1098500,28.04
"2011-02-22",6.98,7.01,6.88,6.93,1502400,27.72
"2011-02-23",6.94,6.95,6.79,6.9,1416800,27.6
"2011-02-24",6.89,7.04,6.82,6.97,1329400,27.88
"2011-02-25",7.05,7.14,6.93,7.07,3101700,28.28
"2011-02-28",7,7.27,6.96,7.18,3788600,28.72
"2011-03-01",7.19,7.23,7.01,7.03,1524600,28.12
"2011-03-02",7.01,7.13,7,7.09,1112500,28.36
"2011-03-03",7.1,7.3,7.03,7.18,2111000,28.72
"2011-03-04",7.16,7.23,7.1,7.18,696200,28.72
"2011-03-07",7.16,7.18,6.99,7.03,1138500,28.12
"2011-03-08",7.03,7.22,7.01,7.13,2170300,28.52
"2011-03-09",7.16,7.41,7.15,7.28,2817500,29.12
"2011-03-10",7.2,7.29,7.18,7.24,1316200,28.96
"2011-03-11",7.2,7.25,7.04,7.09,2066900,28.36
"2011-03-14",7.03,7.11,7,7.08,1726700,28.32
"2011-03-15",6.93,7.09,6.93,7,2319300,28
"2011-03-16",6.97,7.09,6.86,6.89,2554400,27.56
"2011-03-17",6.98,7.09,6.97,7.02,1276700,28.08
"2011-03-18",7.08,7.11,6.98,7.01,1372700,28.04
"2011-03-21",7.08,7.1,6.94,7.1,1448600,28.4
"2011-03-22",7.13,7.13,7,7.03,1026000,28.12
"2011-03-23",7,7.08,6.96,7.04,806800,28.16
"2011-03-24",7.06,7.11,6.98,7.1,781700,28.4
"2011-03-25",7.1,7.27,7.08,7.22,2020600,28.88
"2011-03-28",7.22,7.29,7.17,7.27,1956000,29.08
"2011-03-29",7.27,7.36,7.25,7.29,2645200,29.16
"2011-03-30",7.33,7.51,7.3,7.51,2424500,30.04
"2011-03-31",7.46,7.55,7.39,7.45,1916200,29.8
"2011-04-01",7.46,7.7,7.46,7.63,2237200,30.52
"2011-04-04",7.63,7.67,7.53,7.62,729400,30.48
"2011-04-05",7.6,7.65,7.51,7.58,897900,30.32
"2011-04-06",7.56,7.62,7.49,7.54,1936000,30.16
"2011-04-07",7.52,7.56,7.45,7.5,1068200,30
"2011-04-08",7.53,7.56,7.47,7.55,537300,30.2
"2011-04-11",7.23,7.25,6.01,6.44,21473300,25.76
"2011-04-12",6.61,6.94,6.55,6.56,7390800,26.24
"2011-04-13",6.78,6.79,6.48,6.54,5754000,26.16
"2011-04-14",6.68,6.68,6.53,6.6,4029200,26.4
"2011-04-15",6.66,6.79,6.6,6.66,3267000,26.64
"2011-04-18",6.39,6.61,6.33,6.49,7306700,25.96
"2011-04-19",6.49,6.69,6.42,6.64,4591800,26.56
"2011-04-20",6.68,6.74,6.57,6.71,3962800,26.84
"2011-04-21",6.71,6.84,6.7,6.77,2356200,27.08
"2011-04-25",6.74,6.92,6.71,6.88,4035300,27.52
"2011-04-26",6.9,7,6.8,6.9,6175000,27.6
"2011-04-27",6.93,6.95,6.83,6.94,1751900,27.76
"2011-04-28",6.92,6.96,6.88,6.93,1437400,27.72
"2011-04-29",6.94,6.95,6.89,6.93,1641700,27.72
"2011-05-02",6.51,6.74,6.48,6.69,24617100,26.76
"2011-05-03",6.65,6.7,6.46,6.58,8848400,26.32
"2011-05-04",6.59,6.63,6.27,6.27,5807400,25.08
"2011-05-05",6.29,6.51,6.22,6.47,5264600,25.88
"2011-05-06",6.49,6.61,6.44,6.53,4144300,26.12
"2011-05-09",6.4,6.56,6.35,6.52,5274000,26.08
"2011-05-10",6.51,6.69,6.43,6.63,4746600,26.52
"2011-05-11",6.6,6.63,6.48,6.49,2283300,25.96
"2011-05-12",6.49,6.5,6.35,6.46,2732200,25.84
"2011-05-13",6.46,6.49,6.29,6.34,2901100,25.36
"2011-05-16",6.33,6.41,6.27,6.32,2896300,25.28
"2011-05-17",6.33,6.42,6.28,6.3,3132400,25.2
"2011-05-18",6.36,6.43,6.3,6.42,2144000,25.68
"2011-05-19",6.45,6.5,6.38,6.42,1895500,25.68
"2011-05-20",6.42,6.42,6.25,6.28,2726100,25.12
"2011-05-23",6.23,6.35,6.17,6.28,2751600,25.12
"2011-05-24",6.28,6.33,6.25,6.27,1485000,25.08
"2011-05-25",6.32,6.38,6.21,6.32,2087400,25.28
"2011-05-26",6.29,6.4,6.25,6.4,1568200,25.6
"2011-05-27",6.38,6.43,6.33,6.4,971000,25.6
"2011-05-31",6.45,6.47,6.32,6.38,2331200,25.52
"2011-06-01",6.37,6.41,6.3,6.3,1285500,25.2
"2011-06-02",6.3,6.38,6.29,6.35,1084900,25.4
"2011-06-03",6.27,6.34,6.24,6.25,1681500,25
"2011-06-06",6.25,6.26,6.08,6.16,3702200,24.64
"2011-06-07",6.17,6.22,6.12,6.15,1307900,24.6
"2011-06-08",6.14,6.16,6,6.05,1877200,24.2
"2011-06-09",6.09,6.2,6.05,6.12,1402500,24.48
"2011-06-10",6.09,6.11,5.89,5.91,3438900,23.64
"2011-06-13",5.97,6.04,5.92,5.97,2046500,23.88
"2011-06-14",6.03,6.2,5.99,6.13,1894000,24.52
"2011-06-15",6.1,6.29,6.01,6.04,4223300,24.16
"2011-06-16",6.05,6.31,6.03,6.23,5446600,24.92
"2011-06-17",6.27,6.46,6.25,6.41,4100800,25.64
"2011-06-20",6.39,6.48,6.35,6.44,3332000,25.76
"2011-06-21",6.47,6.5,6.35,6.41,2934900,25.64
"2011-06-22",6.4,6.44,6.23,6.28,3600400,25.12
"2011-06-23",6.2,6.32,6.1,6.29,1933000,25.16
"2011-06-24",6.28,6.28,5.95,5.99,5571800,23.96
"2011-06-27",5.99,6.1,5.91,6.05,2148800,24.2
"2011-06-28",6.03,6.2,5.99,6.19,1626500,24.76
"2011-06-29",6.2,6.24,6.16,6.19,931100,24.76
"2011-06-30",6.21,6.3,6.21,6.24,1070400,24.96
"2011-07-01",6.25,6.54,6.23,6.51,2659400,26.04
"2011-07-05",6.5,6.54,6.43,6.48,1825400,25.92
"2011-07-06",6.49,6.52,6.35,6.48,2339000,25.92
"2011-07-07",6.53,6.54,6.41,6.46,1159700,25.84
"2011-07-08",6.39,6.45,6.25,6.3,1719500,25.2
"2011-07-11",6.25,6.28,6.04,6.07,2321300,24.28
"2011-07-12",6.05,6.16,6,6.02,1461400,24.08
"2011-07-13",6.03,6.24,6.03,6.09,1220800,24.36
"2011-07-14",6.09,6.2,6,6,1629800,24
"2011-07-15",6.02,6.08,5.99,6.02,1824200,24.08
"2011-07-18",6.05,6.05,5.96,6.01,1943900,24.04
"2011-07-19",6.02,6.16,6.02,6.13,1066600,24.52
"2011-07-20",6.15,6.15,6.03,6.09,899600,24.36
"2011-07-21",6.14,6.35,6.12,6.3,1474000,25.2
"2011-07-22",6.3,6.32,6.22,6.26,704000,25.04
"2011-07-25",6.01,6.07,5.93,6.02,4237000,24.08
"2011-07-26",5.99,6.01,5.74,5.85,2793600,23.4
"2011-07-27",5.81,5.87,5.62,5.69,3072200,22.76
"2011-07-28",5.69,5.8,5.62,5.7,2752000,22.8
"2011-07-29",5.65,5.84,5.5,5.56,2459600,22.24
"2011-08-01",5.69,5.69,5.27,5.44,3982700,21.76
"2011-08-02",5.49,5.52,5.05,5.1,7907400,20.4
"2011-08-03",5.01,5.21,4.94,5.19,5203200,20.76
"2011-08-04",5.12,5.19,4.86,4.92,3815400,19.68
"2011-08-05",4.97,5.1,4.54,4.95,5783400,19.8
"2011-08-08",4.74,5.01,4.44,4.63,5843800,18.52
"2011-08-09",4.62,4.86,4.6,4.78,2230800,19.12
"2011-08-10",4.66,4.8,4.51,4.51,3150000,18.04
"2011-08-11",4.6,4.98,4.56,4.93,3284400,19.72
"2011-08-12",5,5.14,4.87,4.95,3266000,19.8
"2011-08-15",4.98,5.09,4.88,5.07,5573700,20.28
"2011-08-16",5.02,5.15,4.98,5.09,2156700,20.36
"2011-08-17",5.11,5.2,5.03,5.11,1559200,20.44
"2011-08-18",4.99,4.99,4.68,4.74,1981900,18.96
"2011-08-19",4.63,4.83,4.62,4.65,1844600,18.6
"2011-08-22",4.75,4.81,4.54,4.62,2371700,18.48
"2011-08-23",4.65,4.83,4.57,4.81,1350700,19.24
"2011-08-24",4.76,5.14,4.72,5.13,2043300,20.52
"2011-08-25",5.11,5.21,4.98,5.09,2487100,20.36
"2011-08-26",5.03,5.17,4.82,5.13,2035300,20.52
"2011-08-29",5.23,5.4,5.16,5.38,1412600,21.52
"2011-08-30",5.32,5.42,5.27,5.36,1810300,21.44
"2011-08-31",5.41,5.58,5.24,5.28,2507500,21.12
"2011-09-01",5.29,5.45,5.18,5.22,1329300,20.88
"2011-09-02",5.09,5.16,5,5.03,1675500,20.12
"2011-09-06",4.82,5.13,4.79,5.06,2026100,20.24
"2011-09-07",5.23,5.46,5.23,5.42,2182700,21.68
"2011-09-08",5.37,5.43,5.17,5.2,1646200,20.8
"2011-09-09",5.12,5.15,4.98,5.02,1792100,20.08
"2011-09-12",4.83,4.85,4.43,4.52,5470500,18.08
"2011-09-13",4.45,4.68,4.39,4.62,3031000,18.48
"2011-09-14",4.61,4.64,4.41,4.49,3764600,17.96
"2011-09-15",4.54,4.86,4.52,4.77,4171800,19.08
"2011-09-16",4.79,4.83,4.66,4.79,3026000,19.16
"2011-09-19",4.65,4.67,4.54,4.61,2326200,18.44
"2011-09-20",4.68,4.72,4.46,4.46,1915200,17.84
"2011-09-21",4.47,4.49,4.25,4.27,3107800,17.08
"2011-09-22",4.1,4.25,4.04,4.15,4025600,16.6
"2011-09-23",4.11,4.27,4.1,4.19,1993600,16.76
"2011-09-26",4.25,4.33,4.17,4.28,2998400,17.12
"2011-09-27",4.39,4.41,4.27,4.29,3483900,17.16
"2011-09-28",4.29,4.31,4.02,4.03,2437300,16.12
"2011-09-29",4.1,4.26,4.03,4.25,2860300,17
"2011-09-30",4.15,4.28,4.08,4.11,3346800,16.44
"2011-10-03",4.04,4.08,3.58,3.59,3294700,14.36
"2011-10-04",3.52,3.84,3.46,3.8,3326800,15.2
"2011-10-05",3.73,4.03,3.54,4,4252700,16
"2011-10-06",3.97,4.35,3.96,4.3,2974100,17.2
"2011-10-07",4.31,4.44,4.27,4.35,2108700,17.4
"2011-10-10",4.42,4.5,4.32,4.41,1991200,17.64
"2011-10-11",4.34,4.6,4.33,4.49,1917000,17.96
"2011-10-12",4.49,4.71,4.48,4.57,3007000,18.28
"2011-10-13",4.54,4.57,4.26,4.42,2998100,17.68
"2011-10-14",4.48,4.59,4.42,4.56,2685100,18.24
"2011-10-17",4.52,4.54,4.33,4.35,1914800,17.4
"2011-10-18",4.37,4.54,4.28,4.47,2912100,17.88
"2011-10-19",4.48,4.58,4.32,4.41,2289100,17.64
"2011-10-20",4.4,4.67,4.36,4.67,2653200,18.68
"2011-10-21",4.68,4.9,4.68,4.87,2225600,19.48
"2011-10-24",4.85,5.03,4.8,5.02,3075600,20.08
"2011-10-25",4.95,5.23,4.9,5.09,3423500,20.36
"2011-10-26",5.17,5.25,4.88,5.18,2120800,20.72
"2011-10-27",5.27,5.3,5.04,5.13,5051600,20.52
"2011-10-28",5.18,5.2,5.02,5.07,4553000,20.28
"2011-10-31",5.04,5.06,4.73,4.73,3498200,18.92
"2011-11-01",4.85,5.12,4.61,4.77,3687200,19.08
"2011-11-02",4.85,5,4.78,4.96,2129200,19.84
"2011-11-03",5.02,5.08,4.86,5.02,2013400,20.08
"2011-11-04",4.97,5.01,4.75,4.86,2166500,19.44
"2011-11-07",4.83,4.98,4.69,4.96,2941900,19.84
"2011-11-08",5,5.19,4.91,5.16,2845700,20.64
"2011-11-09",5,5.11,4.92,5.02,4832600,20.08
"2011-11-10",5.11,5.17,4.92,5.06,1846900,20.24
"2011-11-11",5.11,5.25,5.1,5.19,2390300,20.76
"2011-11-14",5.12,5.24,5.09,5.13,2256900,20.52
"2011-11-15",5.08,5.17,5.01,5.07,1704200,20.28
"2011-11-16",4.97,5.04,4.82,4.83,2601100,19.32
"2011-11-17",4.83,4.88,4.49,4.54,2556600,18.16
"2011-11-18",4.57,4.6,4.45,4.5,2007600,18
"2011-11-21",4.35,4.42,4.27,4.31,2093800,17.24
"2011-11-22",4.33,4.36,4.2,4.28,1030300,17.12
"2011-11-23",4.2,4.26,4.12,4.12,1729200,16.48
"2011-11-25",4.14,4.24,4.09,4.17,579300,16.68
"2011-11-28",4.27,4.38,4.25,4.36,1173000,17.44
"2011-11-29",4.33,4.5,4.33,4.36,1466300,17.44
"2011-11-30",4.52,4.67,4.49,4.65,1522700,18.6
"2011-12-01",4.74,4.81,4.56,4.68,1876600,18.72
"2011-12-02",4.71,4.78,4.05,4.18,5220400,16.72
"2011-12-05",4.46,4.76,4.45,4.7,2303200,18.8
"2011-12-06",4.7,4.75,4.64,4.68,1252200,18.72
"2011-12-07",4.6,4.66,4.51,4.55,1967200,18.2
"2011-12-08",4.55,4.59,4.42,4.44,1793700,17.76
"2011-12-09",4.46,4.53,4.42,4.45,1564600,17.8
"2011-12-12",4.37,4.53,4.32,4.48,1799400,17.92
"2011-12-13",4.53,4.6,4.3,4.33,1812400,17.32
"2011-12-14",4.29,4.45,4.29,4.4,1401000,17.6
"2011-12-15",4.46,4.53,4.3,4.47,2166800,17.88
"2011-12-16",4.55,4.7,4.41,4.42,2139100,17.68
"2011-12-19",4.5,4.59,4.42,4.42,1197700,17.68
"2011-12-20",4.51,4.74,4.48,4.67,1742300,18.68
"2011-12-21",4.68,4.89,4.64,4.88,1348100,19.52
"2011-12-22",4.88,4.98,4.85,4.92,1147800,19.68
"2011-12-23",4.97,5.01,4.91,4.98,988400,19.92
"2011-12-27",4.95,5.04,4.95,5.02,609600,20.08
"2011-12-28",5.03,5.06,4.9,4.93,790400,19.72
"2011-12-29",4.93,5.04,4.91,4.99,1101500,19.96
"2011-12-30",4.96,5.2,4.96,5.13,1117300,20.52
"2012-01-03",5.15,5.23,4.84,4.96,2162700,19.84
"2012-01-04",4.95,4.95,4.67,4.69,2574000,18.76
"2012-01-05",4.66,4.78,4.59,4.76,3215900,19.04
"2012-01-06",4.79,5.15,4.76,4.99,3090600,19.96
"2012-01-09",5.09,5.14,4.95,5.1,1570200,20.4
"2012-01-10",5.09,5.22,4.97,5.15,2954700,20.6
"2012-01-11",5.11,5.26,5.07,5.23,1092200,20.92
"2012-01-12",5.25,5.25,5.12,5.13,1997400,20.52
"2012-01-13",5.08,5.19,5.01,5.07,1141200,20.28
"2012-01-17",5.13,5.16,4.9,4.93,1839800,19.72
"2012-01-18",4.93,5.08,4.89,5.02,2112000,20.08
"2012-01-19",5.09,5.24,5.02,5.16,1753600,20.64
"2012-01-20",5.16,5.17,5.01,5.1,1455200,20.4
"2012-01-23",5.11,5.18,5.05,5.09,981600,20.36
"2012-01-24",5.05,5.37,5.02,5.33,2497100,21.32
"2012-01-25",5.34,5.55,5.3,5.5,3341000,22
"2012-01-26",5.56,5.59,5.34,5.41,1754800,21.64
"2012-01-27",5.36,5.5,5.33,5.48,1035000,21.92
"2012-01-30",5.4,5.44,5.29,5.33,1367200,21.32
"2012-01-31",5.38,5.46,5.22,5.29,1067100,21.16
"2012-02-01",5.33,5.53,5.27,5.47,2203600,21.88
"2012-02-02",5.47,5.52,5.3,5.43,1461700,21.72
"2012-02-03",5.5,6.02,5.47,5.97,5702100,23.88
"2012-02-06",6.02,6.05,5.71,5.94,3911900,23.76
"2012-02-07",5.86,5.94,5.82,5.85,2084200,23.4
"2012-02-08",5.86,5.95,5.82,5.86,1291100,23.44
"2012-02-09",5.86,5.91,5.55,5.58,3434500,22.32
"2012-02-10",5.52,5.76,5.48,5.72,3377700,22.88
"2012-02-13",5.79,5.86,5.73,5.77,1247700,23.08
"2012-02-14",5.76,5.81,5.6,5.67,2208600,22.68
"2012-02-15",5.69,5.75,5.59,5.7,3008200,22.8
"2012-02-16",5.73,5.83,5.68,5.68,2144500,22.72
"2012-02-17",5.73,5.76,5.6,5.66,1598400,22.64
"2012-02-21",5.7,5.73,5.53,5.6,2044500,22.4
"2012-02-22",5.65,5.65,5.49,5.55,3825500,22.2
"2012-02-23",5.55,5.72,5.5,5.62,3083100,22.48
"2012-02-24",5.65,5.9,5.62,5.78,2730000,23.12
"2012-02-27",5.69,5.78,5.63,5.65,3937800,22.6
"2012-02-28",5.55,5.75,5.55,5.71,3046100,22.84
"2012-02-29",5.7,5.79,5.62,5.65,2398800,22.6
"2012-03-01",5.68,5.76,5.6,5.73,2877500,22.92
"2012-03-02",5.68,5.77,5.61,5.66,1058800,22.64
"2012-03-05",5.63,5.79,5.48,5.52,2451800,22.08
"2012-03-06",5.43,5.47,5.33,5.4,1585600,21.6
"2012-03-07",5.39,5.54,5.39,5.45,1775600,21.8
"2012-03-08",5.54,5.64,5.44,5.53,949200,22.12
"2012-03-09",5.55,5.62,5.46,5.47,2072300,21.88
"2012-03-12",5.44,5.45,5.29,5.37,1436800,21.48
"2012-03-13",5.4,5.49,5.35,5.47,2578100,21.88
"2012-03-14",5.46,5.54,5.35,5.43,1552200,21.72
"2012-03-15",5.44,5.69,5.43,5.68,1757200,22.72
"2012-03-16",5.68,5.69,5.56,5.58,3375000,22.32
"2012-03-19",5.59,5.63,5.51,5.53,1239300,22.12
"2012-03-20",5.49,5.53,5.35,5.41,1458200,21.64
"2012-03-21",5.39,5.43,5.32,5.43,1081600,21.72
"2012-03-22",5.39,5.51,5.29,5.34,1993000,21.36
"2012-03-23",5.34,5.37,5.23,5.25,883200,21
"2012-03-26",5.32,5.59,5.3,5.54,3222600,22.16
