"","XOM.Open","XOM.High","XOM.Low","XOM.Close","XOM.Volume","XOM.Adjusted"
"2011-08-25",73.64,73.92,71.27,71.77,30924500,67.26
"2011-08-26",70.88,73,70.21,72.64,26974400,68.07
"2011-08-29",73.33,74.22,72.98,74.12,18967100,69.46
"2011-08-30",73.59,74.4,72.97,73.91,22437000,69.26
"2011-08-31",74.36,74.87,73.34,74.02,29189000,69.36
"2011-09-01",74.15,74.86,73.45,73.49,23393500,68.87
"2011-09-02",72.11,72.69,71.5,72.14,21071800,67.6
"2011-09-06",70.14,71.32,69.91,71.15,25416300,66.67
"2011-09-07",72.24,73.65,71.75,73.65,23108400,69.02
"2011-09-08",73.39,74.34,72.54,72.82,22434800,68.24
"2011-09-09",72.17,72.57,70.59,71.01,27969100,66.54
"2011-09-12",70.34,71.89,69.87,71.84,26205800,67.32
"2011-09-13",71.76,71.98,70.81,71.65,22825400,67.14
"2011-09-14",71.96,73.76,71.16,72.64,26042800,68.07
"2011-09-15",73.43,74.06,72.68,74.01,21858300,69.35
"2011-09-16",74.52,74.75,73.57,74.55,34652600,69.86
"2011-09-19",72.91,74.1,72.5,73.7,19822500,69.06
"2011-09-20",73.87,74.98,73.44,74.01,20420000,69.35
"2011-09-21",73.88,74.29,71.83,71.97,23806200,67.44
"2011-09-22",69.94,70.46,68.17,69.24,43223000,64.88
"2011-09-23",68.46,70.11,67.93,69.31,26583200,64.95
"2011-09-26",70.01,71.89,69.5,71.72,30342400,67.21
"2011-09-27",73.33,74.34,72.42,72.91,26689900,68.32
"2011-09-28",72.43,74.29,71.86,72.07,26026500,67.54
"2011-09-29",73.12,74.04,72.67,73.88,27713900,69.23
"2011-09-30",72.76,74.59,72.63,72.63,30917000,68.06
"2011-10-03",72.05,73.1,71.15,71.15,31004200,66.67
"2011-10-04",70.25,73.15,69.21,72.83,36500000,68.25
"2011-10-05",72.67,74,72.21,73.95,28239800,69.3
"2011-10-06",73.3,74,72.63,73.89,24869800,69.24
"2011-10-07",74.47,74.52,73.03,73.56,23573900,68.93
"2011-10-10",74.73,76.29,74.65,76.28,20465800,71.48
"2011-10-11",75.78,76.67,75.71,76.27,17862100,71.47
"2011-10-12",76.74,77.66,76.31,77.16,22239000,72.31
"2011-10-13",76.22,76.79,75.84,76.37,19540300,71.57
"2011-10-14",77.1,78.23,77.07,78.11,17870600,73.2
"2011-10-17",77.87,78.49,77.12,77.47,18836200,72.6
"2011-10-18",77.57,79.51,77.02,78.89,23878500,73.93
"2011-10-19",78.57,79.24,77.92,78.43,20910900,73.5
"2011-10-20",78.32,79.11,77.83,78.71,22227600,73.76
"2011-10-21",79.59,80.16,79.18,80.13,27855300,75.09
"2011-10-24",79.92,80.5,79.55,80.17,19861100,75.13
"2011-10-25",79.83,80.49,79.05,79.44,23433400,74.44
"2011-10-26",80.16,81.27,79.28,81.07,27170500,75.97
"2011-10-27",81.91,82.2,80.69,81.88,35489500,76.73
"2011-10-28",80.99,81.99,80.44,81.48,21753400,76.35
"2011-10-31",80.59,80.64,78,78.09,30616900,73.18
"2011-11-01",75.82,77.11,75.45,75.94,35835000,71.16
"2011-11-02",77.37,77.59,76.5,77.37,21773200,72.5
"2011-11-03",78.19,79,77.44,78.86,24480600,73.9
"2011-11-04",78.07,78.61,77.38,78.52,18192800,73.58
"2011-11-07",78.82,79.49,78.12,79.35,17998100,74.36
"2011-11-08",79.25,79.88,78.63,79.76,19023800,75.19
"2011-11-09",77.9,78.92,77.03,77.39,24130100,72.95
"2011-11-10",78.53,79.02,77.64,78.7,18668800,74.19
"2011-11-11",79.63,79.95,79.34,79.72,15134500,75.15
"2011-11-14",79.53,79.75,78.39,78.96,13589900,74.43
"2011-11-15",78.86,79.85,78.5,79.09,19475000,74.56
"2011-11-16",78.24,79.75,78.06,78.25,20376800,73.76
"2011-11-17",78.12,79.43,77.1,77.86,25964300,73.4
"2011-11-18",78.22,78.68,77.11,77.9,23104500,73.43
"2011-11-21",76.53,77.33,76.06,76.91,20204200,72.5
"2011-11-22",76.38,77.1,75.88,76.03,18925100,71.67
"2011-11-23",75.03,75.32,74.53,74.58,23331800,70.3
"2011-11-25",74.51,75.2,73.9,73.9,10254500,69.66
"2011-11-28",75.84,76.51,75.33,75.84,20148600,71.49
"2011-11-29",76.41,77.5,76.14,76.93,19768400,72.52
"2011-11-30",78.42,80.53,78.37,80.44,33953000,75.83
"2011-12-01",80.2,80.35,79.37,79.79,17261100,75.22
"2011-12-02",80.67,80.74,79.65,79.79,19461300,75.22
"2011-12-05",80.88,81.18,79.8,80.45,18295000,75.84
"2011-12-06",80.63,81.64,80.29,80.82,20122700,76.19
"2011-12-07",80.61,81.86,80.35,81.08,19643400,76.43
"2011-12-08",80.75,80.85,79.55,79.87,18443600,75.29
"2011-12-09",80.63,81.75,80.34,81.34,21842300,76.68
"2011-12-12",80.73,81.09,79.21,80.05,17846500,75.46
"2011-12-13",80.61,81.81,80.14,80.53,21873600,75.91
"2011-12-14",79.59,80.17,78.66,79.44,23934400,74.89
"2011-12-15",79.93,80.6,79.78,80.03,17954200,75.44
"2011-12-16",80.74,80.91,79.88,80.16,33465700,75.56
"2011-12-19",80.24,80.46,79.38,79.53,16048400,74.97
"2011-12-20",80.66,82,80.61,82,21163300,77.3
"2011-12-21",82.02,83.34,82,83.12,19160300,78.36
"2011-12-22",83.56,84.83,83.3,84.29,19841300,79.46
"2011-12-23",84.28,85.23,84.21,85.22,10243800,80.33
"2011-12-27",84.97,85.63,84.95,85.28,10147100,80.39
"2011-12-28",85.15,85.44,84.01,84.18,12767500,79.35
"2011-12-29",84.09,85.33,84.09,85.27,10865900,80.38
"2011-12-30",85.16,85.29,84.57,84.76,9768900,79.9
"2012-01-03",85.97,86.67,85.9,86,20906800,81.07
"2012-01-04",85.79,86.15,85.1,86.02,16130900,81.09
"2012-01-05",85.64,85.95,84.92,85.76,17452800,80.84
"2012-01-06",85.92,86,85.11,85.12,15942100,80.24
"2012-01-09",85,85.64,84.97,85.5,11664200,80.6
"2012-01-10",86.07,86.21,85.38,85.72,13080800,80.81
"2012-01-11",85.1,85.4,84.47,85.08,14831400,80.2
"2012-01-12",84.39,84.92,83.94,84.74,17357200,79.88
"2012-01-13",84.16,84.92,83.82,84.88,15551600,80.01
"2012-01-17",85.75,86.13,85.4,85.69,15627900,80.78
"2012-01-18",85.3,86.5,84.96,86.45,16754200,81.49
"2012-01-19",86.34,87.24,85.77,87.03,16383500,82.04
"2012-01-20",87.08,87.49,86.72,87.49,19220300,82.47
"2012-01-23",87.5,87.94,87.03,87.47,15348400,82.46
"2012-01-24",87.08,87.22,86.66,87.18,12363800,82.18
"2012-01-25",86.77,87.38,85.81,87.22,18202300,82.22
"2012-01-26",87.64,87.71,86.51,86.77,15658200,81.8
"2012-01-27",86.24,86.5,85.77,85.83,15976700,80.91
"2012-01-30",85.27,85.5,84.59,85.49,17867000,80.59
"2012-01-31",84.92,85.34,83.46,83.74,27225800,78.94
"2012-02-01",84.23,84.56,83.38,83.97,22266100,79.16
"2012-02-02",84.28,84.34,83.19,83.53,18020500,78.74
"2012-02-03",84.24,85,84.05,84.92,16145400,80.05
"2012-02-06",84.87,85.85,84.49,85.75,15000900,80.83
"2012-02-07",85.22,86.44,84.94,86.34,15818400,81.39
"2012-02-08",85.83,86.22,84.73,85.32,14762600,80.87
"2012-02-09",85.33,85.69,84.67,84.88,17073400,80.45
"2012-02-10",84.02,84.1,83.35,83.8,15328900,79.43
"2012-02-13",84.34,84.6,83.89,84.42,11473700,80.02
"2012-02-14",84.42,84.71,83.85,84.67,12961900,80.25
"2012-02-15",84.86,84.92,83.91,84.12,13911600,79.73
"2012-02-16",84.45,85.62,84.08,85.41,14769600,80.95
"2012-02-17",86.07,86.12,84.92,85.62,16597200,81.15
"2012-02-21",86.04,86.78,86.04,86.57,15481300,82.05
"2012-02-22",86.84,87.25,86.65,86.92,11983200,82.39
"2012-02-23",86.58,87.17,86.47,87.02,12404600,82.48
"2012-02-24",87.37,87.47,87.01,87.34,10767100,82.78
"2012-02-27",87.15,87.83,86.78,87.23,13323500,82.68
"2012-02-28",87.23,87.44,86.55,87.14,14317600,82.59
"2012-02-29",87.45,87.49,86.21,86.5,18293200,81.99
"2012-03-01",86.47,87.18,86.41,86.83,12638500,82.3
"2012-03-02",86.66,86.75,85.85,86.33,11343400,81.83
"2012-03-05",86.17,87.09,85.91,87.01,12803100,82.47
"2012-03-06",86.24,86.48,85.42,85.86,16507900,81.38
"2012-03-07",86.01,86.12,85.19,85.83,14767700,81.35
"2012-03-08",85,85.47,84.63,84.83,19032000,80.4
"2012-03-09",85.06,85.13,84.05,84.3,17042500,79.9
"2012-03-12",84.5,85.75,84.13,85.55,19014000,81.09
"2012-03-13",85.89,86.93,85.61,86.86,16853300,82.33
"2012-03-14",86.59,86.83,85.74,86.02,16187300,81.53
"2012-03-15",85.89,86.2,85.25,86.09,14523600,81.6
"2012-03-16",86.2,86.89,85.92,86.44,30991300,81.93
"2012-03-19",86.08,87.18,86.03,86.99,10770400,82.45
"2012-03-20",86.46,87.1,86.32,86.6,13613800,82.08
"2012-03-21",86.59,86.59,85.77,86.01,14212400,81.52
"2012-03-22",85.48,85.94,85.1,85.33,13884400,80.88
"2012-03-23",85.36,85.98,85.02,85.55,12557700,81.09
"2012-03-26",86.18,87.25,86.07,87.03,17336800,82.49
"2012-03-27",87.14,87.25,86.54,86.62,12509200,82.1
"2012-03-28",86.36,86.48,85.14,85.86,16155300,81.38
"2012-03-29",85.32,86.13,84.91,86.08,13199700,81.59
"2012-03-30",86.48,86.76,86.09,86.73,12968300,82.21
"2012-04-02",86.6,87.67,86.31,87.07,13853300,82.53
"2012-04-03",86.75,86.78,85,85.83,17714900,81.35
"2012-04-04",85.3,85.36,84.49,84.98,17112800,80.55
"2012-04-05",84.56,85.38,84.35,84.82,11954700,80.4
"2012-04-09",83.98,84.36,83.68,83.88,11027000,79.5
"2012-04-10",83.75,83.75,81.88,82.17,19993700,77.88
"2012-04-11",83.11,83.35,82.15,82.7,15856200,78.39
"2012-04-12",82.65,83.73,82.36,83.6,15266200,79.24
"2012-04-13",82.97,83.69,82.86,82.95,13856500,78.62
"2012-04-16",83.24,84.39,83.13,84.01,17526100,79.63
"2012-04-17",84.65,85.6,84.57,85.45,14208000,80.99
"2012-04-18",85.06,86.05,85.02,85.75,12997500,81.28
"2012-04-19",85.51,85.92,84.98,85.28,15973800,80.83
"2012-04-20",85.55,85.92,85.03,85.3,17216600,80.85
"2012-04-23",84.53,85.93,84.39,85.69,15197200,81.22
"2012-04-24",85.64,86.39,85.64,86.31,11632500,81.81
"2012-04-25",86.65,87.18,85.72,86.85,18476800,82.32
"2012-04-26",85.28,86.2,85.15,86.07,17262400,81.58
"2012-04-27",86.5,86.69,85.96,86.08,11372900,81.59
"2012-04-30",85.96,86.8,85.87,86.34,11735400,81.84
"2012-05-01",86.46,87.52,86.13,87.04,13816900,82.5
"2012-05-02",86.56,86.65,85.83,86.2,11108700,81.7
"2012-05-03",86.36,86.39,85.31,85.65,9998600,81.18
"2012-05-04",85.11,85.31,84.4,84.57,15055500,80.16
"2012-05-07",84.29,84.79,84.1,84.48,12018100,80.07
"2012-05-08",83.75,84.26,82.92,84.02,19602400,79.64
"2012-05-09",83.04,84.07,82.88,83.31,17424000,78.96
"2012-05-10",83.37,83.59,82.55,82.84,13234600,79.06
"2012-05-11",82.69,83.79,82.54,83.1,12061700,79.31
"2012-05-14",82.27,82.46,81.96,82.12,12675900,78.37
"2012-05-15",82,82.73,81.53,81.79,15757400,78.06
"2012-05-16",81.96,83.15,81.79,82.17,15034500,78.42
"2012-05-17",82.15,82.61,81.68,81.91,17698200,78.17
"2012-05-18",82.37,82.72,81.03,81.47,21747200,77.75
"2012-05-21",81.42,82.13,81.07,82.04,13730400,78.3
"2012-05-22",82.14,82.84,81.52,81.95,13790000,78.21
"2012-05-23",81.79,82.08,79.96,82.04,17582200,78.3
"2012-05-24",82.29,82.78,81.71,82.61,14113600,78.84
"2012-05-25",82.86,82.96,81.68,82.08,12756500,78.33
"2012-05-29",82.64,82.64,81.32,81.93,15931100,78.19
"2012-05-30",81.08,81.38,79.59,79.79,19593100,76.15
"2012-05-31",79.88,80.14,78.41,78.63,38954600,75.04
"2012-06-01",77.87,78.56,77.47,77.92,22870900,74.36
"2012-06-04",78.09,78.25,77.2,77.83,17711200,74.28
"2012-06-05",77.59,78.29,77.13,77.6,17715600,74.06
"2012-06-06",78.37,80.24,78.08,80.18,23880900,76.52
"2012-06-07",80.98,81.23,80.35,80.69,18409400,77.01
"2012-06-08",80.08,80.92,79.46,80.84,18150000,77.15
"2012-06-11",81.62,81.85,80.17,80.27,18031800,76.61
"2012-06-12",80.74,81.51,80.62,81.26,14162100,77.55
"2012-06-13",80.94,81.64,80.28,80.63,18928900,76.95
"2012-06-14",80.86,82.5,80.73,82.13,16942300,78.38
"2012-06-15",82.57,83.45,82.22,83.22,27342800,79.42
"2012-06-18",82.51,83.18,82.35,83.11,13885100,79.32
"2012-06-19",83.73,84.63,83.31,84.48,21053300,80.62
"2012-06-20",84.4,85.39,84.06,84.97,23274300,81.09
"2012-06-21",85.04,85.37,82.05,82.11,33751900,78.36
"2012-06-22",82.68,83.22,82.11,82.11,84747800,78.36
"2012-06-25",81.22,81.43,79.78,81.24,28761600,77.53
"2012-06-26",81.51,82.97,81.21,82.4,22853700,78.64
"2012-06-27",82.81,83.66,82.71,83.2,15301400,79.4
"2012-06-28",82.66,83.46,82.02,83.1,19140300,79.31
"2012-06-29",84.78,85.7,84.46,85.57,24906300,81.67
"2012-07-02",85.44,85.47,84.54,85.34,14447800,81.45
"2012-07-03",85.69,86.28,85.62,86.28,9787700,82.34
"2012-07-05",85.33,86.04,85.15,85.57,10797100,81.67
"2012-07-06",84.26,85.04,84.2,84.8,13259400,80.93
"2012-07-09",84.52,84.55,83.02,83.65,22361600,79.83
"2012-07-10",84.08,84.39,82.83,83.11,14106100,79.32
"2012-07-11",83.48,84.68,83.24,84.38,18337600,80.53
"2012-07-12",83.41,84.55,83.32,84.12,15566400,80.28
"2012-07-13",84.45,85.57,84.26,85.47,13642000,81.57
"2012-07-16",84.83,85.42,84.66,85.05,11269200,81.17
"2012-07-17",85.18,85.82,84.1,85.73,14059400,81.82
"2012-07-18",85.34,86.22,85.07,86.21,14203500,82.28
"2012-07-19",86.02,86.38,85.62,86.21,14902300,82.28
"2012-07-20",85.87,86.15,85.27,85.95,16838300,82.03
"2012-07-23",84.8,85.46,84.33,85.21,13597800,81.32
"2012-07-24",85.21,85.26,83.5,84.58,13948300,80.72
"2012-07-25",85.14,85.55,84.66,85.24,16566000,81.35
"2012-07-26",85.56,86.7,85.26,86.52,19149300,82.57
"2012-07-27",86.59,87.85,85.5,87.45,24079300,83.46
"2012-07-30",87.28,87.83,87.08,87.56,11183500,83.56
"2012-07-31",87.37,87.66,86.79,86.85,12212200,82.89
"2012-08-01",87.02,87.45,86.18,86.91,14312300,82.94
"2012-08-02",86.1,86.75,85.5,85.88,14530100,81.96
"2012-08-03",87.07,87.89,86.8,87.55,13982500,83.55
"2012-08-06",87.55,87.88,87.37,87.45,9626400,83.46
"2012-08-07",87.88,88,87.68,87.92,12399800,83.91
"2012-08-08",87.75,88.5,87.68,88.28,12864500,84.25
"2012-08-09",87.84,88.48,87.51,88.2,12213700,84.72
"2012-08-10",87.67,88.49,87.15,88.44,11149000,84.95
"2012-08-13",88.1,88.24,87.77,88.14,8716300,84.66
"2012-08-14",88.17,88.64,87.9,88.2,8675700,84.72
"2012-08-15",88.19,88.67,87.91,88,8510100,84.53
"2012-08-16",88.19,88.87,87.96,88.67,11311300,85.17
"2012-08-17",88.89,88.91,88.16,88.4,11177700,84.91
"2012-08-20",88.07,88.22,87.63,87.95,8813700,84.48
"2012-08-21",88.14,88.41,87.26,87.46,10767100,84.01
"2012-08-22",87.2,87.91,87.02,87.73,10160400,84.27
"2012-08-23",87.79,87.79,86.98,87.31,9666300,83.87
"2012-08-24",87.16,88.3,86.93,88.05,9762300,84.58
"2012-08-27",88.07,88.2,87.61,87.74,8252100,84.28
"2012-08-28",87.57,88.4,87.42,88.1,9646800,84.63
"2012-08-29",88.07,88.19,87.74,87.9,8377300,84.43
"2012-08-30",87.38,87.73,87.02,87.2,8915800,83.76
"2012-08-31",87.61,87.85,87.14,87.3,14178800,83.86
"2012-09-04",87.33,87.46,86.52,87.12,10602900,83.68
"2012-09-05",87.52,87.65,87.06,87.33,10113100,83.89
"2012-09-06",87.89,89.25,87.85,88.99,15713500,85.48
"2012-09-07",89.27,90,89.27,89.92,15623900,86.37
"2012-09-10",89.82,90,89.4,89.48,10750700,85.95
"2012-09-11",89.75,89.95,89.55,89.62,9349400,86.09
"2012-09-12",89.63,89.9,89.41,89.55,9982900,86.02
"2012-09-13",89.71,91.56,89.43,91.23,19870900,87.63
"2012-09-14",91.5,92.4,91.25,92.3,21388800,88.66
"2012-09-17",91.92,92.5,91.55,91.91,11893700,88.29
"2012-09-18",91.43,92.22,91.4,91.65,10950100,88.04
"2012-09-19",91.48,91.75,90.57,90.57,16302100,87
"2012-09-20",90.14,91.69,90.09,91.52,12238400,87.91
"2012-09-21",92.03,92.23,91.64,91.92,19599100,88.3
"2012-09-24",91.31,92.21,91.3,91.88,11023700,88.26
"2012-09-25",92.11,92.57,91.54,91.74,14035800,88.12
"2012-09-26",91.72,92.04,91.1,91.23,11616500,87.63
"2012-09-27",91.83,92.25,91.19,91.8,10632700,88.18
"2012-09-28",91.48,91.65,90.93,91.45,12507600,87.84
"2012-10-01",91.79,92.5,91.6,91.8,10343500,88.18
"2012-10-02",92.12,92.18,91.28,91.72,9507800,88.1
"2012-10-03",91.65,91.81,91.17,91.7,10328100,88.08
"2012-10-04",92.08,92.54,91.91,92.22,11507100,88.58
"2012-10-05",92.59,93,92.23,92.55,9890100,88.9
"2012-10-08",92.15,92.87,92.04,92.68,8765200,89.03
"2012-10-09",92.83,93.36,92.11,92.13,13799200,88.5
"2012-10-10",91.8,92.02,90.67,91.03,15332500,87.44
"2012-10-11",91.57,91.88,91.17,91.17,9789900,87.57
"2012-10-12",91.51,91.72,90.51,91.03,9943700,87.44
"2012-10-15",91.35,91.69,90.54,91.51,10651100,87.9
"2012-10-16",91.89,92.48,91.8,92.38,9069300,88.74
"2012-10-17",92.62,93.54,92.61,93.39,10759100,89.71
"2012-10-18",92.97,93.57,92.97,93.48,11815500,89.79
"2012-10-19",93.57,93.67,91.75,92.15,15928100,88.52
"2012-10-22",91.67,92.26,91.08,92.19,11445400,88.55
"2012-10-23",91.13,91.38,90.01,90.18,14085500,86.62
"2012-10-24",90.46,90.62,89.77,89.88,11332500,86.34
"2012-10-25",90.63,90.8,89.68,90.43,10387200,86.86
"2012-10-26",90.56,91.07,90.01,90.62,11583000,87.05
"2012-10-31",91.03,91.41,90.11,91.17,14848500,87.57
"2012-11-01",90.25,91.67,90.2,91.6,15771900,87.99
"2012-11-02",91.76,91.94,90.06,90.27,12742400,86.71
"2012-11-05",90.04,90.81,89.7,90.63,11222600,87.06
"2012-11-06",90.86,92.05,90.73,91.61,12026500,88
"2012-11-07",90.24,90.24,87.7,88.18,19423500,85.23
"2012-11-08",88.27,88.43,87.03,87.07,13743000,84.16
"2012-11-09",86.61,87.95,86.61,87.21,13407000,84.3
"2012-11-12",87.27,87.69,86.95,87.32,9004300,84.4
"2012-11-13",86.75,87.99,86.44,86.47,12260300,83.58
"2012-11-14",86.75,87.11,85.88,86.07,14524100,83.19
"2012-11-15",86.09,86.56,85.37,86.14,13783600,83.26
"2012-11-16",86.14,86.71,85.06,86.45,17405200,83.56
"2012-11-19",87.4,88.2,87.09,87.67,12911000,84.74
"2012-11-20",87.51,87.88,86.77,87.5,10288100,84.58
"2012-11-21",87.81,88.02,87.48,88.01,13905300,85.07
"2012-11-23",88.25,89.09,88.01,89.09,11931000,86.11
"2012-11-26",88.32,88.63,88.03,88.62,16423600,85.66
"2012-11-27",88.4,88.54,87.24,87.35,11841600,84.43
"2012-11-28",86.53,88.19,86.28,88.1,15959900,85.16
"2012-11-29",88.37,88.69,87.63,88.12,11579100,85.18
"2012-11-30",88.07,88.4,87.82,88.14,15522100,85.19
"2012-12-03",88.55,88.58,87.47,87.61,10937300,84.68
"2012-12-04",87.38,87.97,87.19,87.19,11980000,84.28
"2012-12-05",87.27,88.27,87.1,87.73,12717800,84.8
"2012-12-06",87.76,88.06,87.24,88,12077000,85.06
"2012-12-07",88.17,88.64,87.77,88.6,10603100,85.64
"2012-12-10",88.58,88.95,88.24,88.41,11549400,85.46
"2012-12-11",88.61,89.49,88.4,88.99,12634600,86.02
"2012-12-12",89.09,90.37,88.91,89.45,14729500,86.46
"2012-12-13",89.16,89.45,88.27,88.58,12290300,85.62
"2012-12-14",88,88.45,87.92,88.08,13363600,85.14
"2012-12-17",88.36,88.94,88.1,88.87,15672500,85.9
"2012-12-18",88.75,89.74,88.56,89.56,15396600,86.57
"2012-12-19",89.54,89.61,88.38,88.44,15092500,85.48
"2012-12-20",88.38,88.94,87.98,88.89,15789000,85.92
"2012-12-21",87.66,88.6,87.01,87.23,33057000,84.31
"2012-12-24",87.13,87.32,86.8,86.92,6385200,84.02
"2012-12-26",87.21,87.68,86.57,87.07,10737800,84.16
"2012-12-27",87.05,87.24,85.75,86.86,14258500,83.96
"2012-12-28",86.1,86.29,85.07,85.1,13358700,82.26
"2012-12-31",85.04,86.66,84.7,86.55,19810800,83.66
"2013-01-02",87.79,88.72,87.24,88.71,16143700,85.75
"2013-01-03",88.46,88.89,88.16,88.55,13268200,85.59
"2013-01-04",88.5,89.09,88.37,88.96,11427900,85.99
"2013-01-07",88.31,88.49,87.57,87.93,11799800,84.99
"2013-01-08",87.82,88.48,87.29,88.48,14226400,85.52
"2013-01-09",88.4,88.54,87.75,88.14,10892200,85.19
"2013-01-10",88.75,89.48,88.37,89.1,13099600,86.12
"2013-01-11",88.97,89.71,88.86,89.61,11645600,86.62
"2013-01-14",89.46,89.75,89.32,89.58,9606700,86.59
"2013-01-15",89.18,89.61,89,89.53,9195400,86.54
"2013-01-16",89.16,89.48,89.07,89.47,9645000,86.48
"2013-01-17",89.76,90.94,89.6,90.2,13400300,87.19
"2013-01-18",90.09,90.83,89.83,90.8,17196000,87.77
"2013-01-22",90.27,90.94,90.21,90.92,11897500,87.88
"2013-01-23",90.5,90.88,90.42,90.7,10906800,87.67
"2013-01-24",90.88,91.72,90.75,91.35,11100000,88.3
"2013-01-25",91.57,91.8,91.13,91.73,11090600,88.66
"2013-01-28",91.67,91.67,90.77,91.11,11617500,88.07
"2013-01-29",91.21,91.93,91.2,91.76,11700600,88.69
"2013-01-30",91.17,91.72,90.38,90.67,15645400,87.64
"2013-01-31",90.69,91.21,89.74,89.97,15991500,86.96
"2013-02-01",90.44,90.5,89.36,90.04,15699200,87.03
"2013-02-04",89.41,89.62,88.84,89.15,13347300,86.17
"2013-02-05",89.88,90.19,89.42,89.74,11679700,86.74
"2013-02-06",89.37,89.89,89.16,89.79,11768700,86.79
"2013-02-07",89.21,89.22,87.61,88.25,13463300,85.85
"2013-02-08",88.5,88.8,88.11,88.61,11412300,86.2
"2013-02-11",88.35,88.51,87.97,88.28,8764700,85.88
"2013-02-12",88.25,88.62,87.92,88.46,9752100,86.05
"2013-02-13",88.46,88.77,88.24,88.67,8940300,86.25
"2013-02-14",88.34,88.81,88.06,88.52,13238900,86.11
"2013-02-15",88.57,88.61,87.8,88.36,15696900,85.95
"2013-02-19",88.54,89.41,88.38,89.32,12158900,86.89
"2013-02-20",89.14,89.82,88.9,88.97,13936400,86.55
"2013-02-21",88.79,89.02,88.36,88.59,10939800,86.18
"2013-02-22",89.02,89.28,88.4,89.2,10260200,86.77
"2013-02-25",89.88,90.19,87.7,87.7,15302900,85.31
"2013-02-26",88.5,88.98,87.76,88.51,15073200,86.1
"2013-02-27",88.5,89.65,88.31,89.53,11195200,87.09
"2013-02-28",89.67,89.81,89.03,89.55,14552000,87.11
"2013-03-01",89.07,89.68,88.92,89.43,11301600,86.99
"2013-03-04",89.13,89.25,88.46,88.95,10994000,86.53
"2013-03-05",89.48,90.15,89.29,89.61,13072600,87.17
"2013-03-06",89.6,89.95,89.05,89.56,13234400,87.12
"2013-03-07",89.63,89.76,88.68,88.71,12905300,86.29
"2013-03-08",89.01,89.23,88.35,88.97,11896300,86.55
"2013-03-11",89.01,89.55,88.54,89.16,12454800,86.73
"2013-03-12",89.45,89.91,89.01,89.16,11470000,86.73
"2013-03-13",89.02,89.5,88.83,89.26,10539900,86.83
"2013-03-14",89.41,89.91,89.41,89.83,13775500,87.38
"2013-03-15",89.2,89.61,88.79,89.37,29240100,86.94
"2013-03-18",88.74,89.39,88.55,88.77,11553700,86.35
"2013-03-19",88.89,89.09,88.02,88.58,11987900,86.17
"2013-03-20",88.95,89.21,88.3,88.63,11319000,86.22
"2013-03-21",88.12,88.64,87.9,88.17,13447500,85.77
"2013-03-22",88.4,89.29,88.32,89.29,10786600,86.86
"2013-03-25",89.5,89.9,88.66,89.02,12900800,86.59
"2013-03-26",89.41,90.3,89.36,90.13,12329600,87.67
"2013-03-27",89.56,90.74,89.47,90.58,12350800,88.11
"2013-03-28",90.64,90.98,89.99,90.11,17485200,87.66
"2013-04-01",90.13,90.99,89.98,90.77,9414200,88.3
"2013-04-02",90.59,90.92,90.28,90.58,9991800,88.11
"2013-04-03",90.65,90.83,89.86,89.93,12197100,87.48
"2013-04-04",90.1,90.33,89.22,89.77,11582000,87.32
"2013-04-05",88.61,89.21,88.4,89.01,12771600,86.59
"2013-04-08",89.11,89.11,88.15,88.6,11013900,86.19
"2013-04-09",88.69,89.34,88.59,88.77,10753400,86.35
"2013-04-10",88.45,89.16,88.2,88.68,14823700,86.26
"2013-04-11",88.95,89.27,88.23,89.22,14979900,86.79
"2013-04-12",88.88,89.19,88.41,88.99,11505100,86.57
"2013-04-15",88.29,88.67,86.27,86.49,19626200,84.13
"2013-04-16",87.19,87.23,86.09,86.61,14578800,84.25
"2013-04-17",86.21,86.38,85.02,86.08,17341200,83.73
"2013-04-18",86.28,87.08,85.78,86.62,14730400,84.26
"2013-04-19",87.27,87.49,86.43,87.45,18393300,85.07
"2013-04-22",87.61,88.32,87.29,88.09,11262000,85.69
"2013-04-23",88.39,89.49,87.94,89.3,15567700,86.87
"2013-04-24",89.45,89.89,89.35,89.43,13028800,86.99
"2013-04-25",88.89,88.9,87.65,88.07,16328700,85.67
"2013-04-26",87.81,88.28,87.6,88,10791800,85.6
"2013-04-29",88.26,88.83,88.01,88.21,11093000,85.81
"2013-04-30",88.26,88.99,87.76,88.99,14572600,86.57
"2013-05-01",88.52,88.84,87.48,87.51,11616500,85.13
"2013-05-02",87.98,88.84,87.74,88.63,11330100,86.22
"2013-05-03",89,90.19,88.92,90.02,13036600,87.57
"2013-05-06",90.25,90.88,89.93,90.58,10613400,88.11
"2013-05-07",90.62,91.15,90.14,91.15,11088900,88.67
"2013-05-08",91.05,91.85,91.03,91.7,13638300,89.2
"2013-05-09",91.14,91.56,90.69,91.03,13771900,89.16
"2013-05-10",90.87,90.95,89.79,90.14,10975400,88.29
"2013-05-13",89.8,90.14,89.43,90.1,9810100,88.25
"2013-05-14",90.15,91.19,90.02,91.11,9890300,89.24
"2013-05-15",90.64,91.32,90.41,91.24,10399400,89.37
"2013-05-16",90.8,91.29,90.5,90.7,10469600,88.84
"2013-05-17",91.07,91.88,90.53,91.76,12721300,89.88
"2013-05-20",91.61,92.69,91.46,92.52,12417700,90.62
"2013-05-21",92.67,93.43,92.38,92.8,12519900,90.9
"2013-05-22",92.83,93.5,91.81,92.19,19253300,90.3
