"","AMZN.Open","AMZN.High","AMZN.Low","AMZN.Close","AMZN.Volume","AMZN.Adjusted"
"2010-06-29",116.26,116.48,106.01,108.61,12866300,108.61
"2010-06-30",108.58,112.68,108.11,109.26,9740700,109.26
"2010-07-01",108.9,111.69,106.7,110.96,8529800,110.96
"2010-07-02",110.92,111.29,108.56,109.14,4477100,109.14
"2010-07-06",110.65,112.53,109,110.06,5219300,110.06
"2010-07-07",109.84,113.63,109.81,113.43,4941000,113.43
"2010-07-08",115.02,117.48,114.07,116.22,6775000,116.22
"2010-07-09",116.55,117.4,114.65,117.26,4065100,117.26
"2010-07-12",117.81,119.7,117.32,119.51,4783600,119.51
"2010-07-13",120.69,124.88,120.3,123.65,7091100,123.65
"2010-07-14",123.03,123.75,121.47,123.3,5257000,123.3
"2010-07-15",120.13,122.48,119.26,122.06,6047700,122.06
"2010-07-16",121.28,121.92,118.01,118.49,6227900,118.49
"2010-07-19",118.38,120.74,117,119.94,5030900,119.94
"2010-07-20",120.61,120.71,117.51,120.1,6785000,120.1
"2010-07-21",120.62,121.25,117.26,117.43,5011700,117.43
"2010-07-22",118.71,120.87,118.02,120.07,15003400,120.07
"2010-07-23",105.93,119.28,105.8,118.87,42421100,118.87
"2010-07-26",118.26,118.6,114.88,118.4,11137800,118.4
"2010-07-27",118.43,118.5,115.07,117.13,7796100,117.13
"2010-07-28",117,118.2,116.4,117.13,5472300,117.13
"2010-07-29",117.99,118.87,115.52,116.86,6175800,116.86
"2010-07-30",115.53,118.74,114.51,117.89,7077500,117.89
"2010-08-02",119.15,120.38,117.57,120.07,5443700,120.07
"2010-08-03",120,122.87,119.68,122.42,5953800,122.42
"2010-08-04",123.06,128.47,123,127.58,9270800,127.58
"2010-08-05",126.77,128,125.82,127.83,4282300,127.83
"2010-08-06",126.72,128.4,125.9,128.32,5065200,128.32
"2010-08-09",128.46,129.93,127.85,128.83,5085800,128.83
"2010-08-10",127.95,130,127.38,130,5706900,130
"2010-08-11",128.1,128.12,125.2,125.89,5541700,125.89
"2010-08-12",123.76,127,123.55,126.56,4367900,126.56
"2010-08-13",126.06,127.48,124.26,124.69,3976600,124.69
"2010-08-16",123.61,127.37,123.04,126.07,4024700,126.07
"2010-08-17",127.34,129.98,126.79,128.86,5044700,128.86
"2010-08-18",129.25,130.81,128.26,129.65,7901500,129.65
"2010-08-19",129.22,130.02,126.82,127.57,5582500,127.57
"2010-08-20",127.2,128.04,126.02,127.76,4170100,127.76
"2010-08-23",127.86,129.22,126.5,126.6,3861300,126.6
"2010-08-24",125.41,125.44,123.18,124.53,5369700,124.53
"2010-08-25",123.85,127.37,123.83,126.85,5344500,126.85
"2010-08-26",127.15,127.59,124.82,124.86,4694500,124.86
"2010-08-27",125.46,126.64,122.25,126.64,5080000,126.64
"2010-08-30",126.03,126.95,123.69,123.79,3426000,123.79
"2010-08-31",122.85,125.9,122.5,124.83,4225600,124.83
"2010-09-01",126.36,132.6,126.17,132.49,7138300,132.49
"2010-09-02",132.17,135.21,132.05,135.21,5407400,135.21
"2010-09-03",136.89,139.5,136.63,138.79,6581200,138.79
"2010-09-07",137.56,138.6,136.89,137.22,3883000,137.22
"2010-09-08",137.93,139.7,136.45,139.14,5828500,139.14
"2010-09-09",140.39,141.37,139.26,140.38,4958000,140.38
"2010-09-10",140.75,142.6,140.04,142.44,5043600,142.44
"2010-09-13",144.07,145.74,143.76,145.07,5077400,145.07
"2010-09-14",144.5,146.7,143.83,145.75,4319400,145.75
"2010-09-15",144.88,145.62,143.56,145.45,4903600,145.45
"2010-09-16",145.4,148.23,145.16,148.13,5827000,148.13
"2010-09-17",148.9,148.98,146.5,148.32,7259600,148.32
"2010-09-20",148.7,151.95,147.35,151.3,6449400,151.3
"2010-09-21",150.76,153.31,149.6,150.73,7542000,150.73
"2010-09-22",149.84,152.7,149.1,151.83,6612400,151.83
"2010-09-23",151.2,155.92,150.97,152.85,7065600,152.85
"2010-09-24",155.43,160.89,155.42,160.73,10590600,160.73
"2010-09-27",160.22,161.2,157.88,159.37,6446300,159.37
"2010-09-28",159.84,160.88,154.89,159.7,8494200,159.7
"2010-09-29",159.03,161.78,157.75,158.99,7287500,158.99
"2010-09-30",160.01,160.93,155.6,157.06,7606000,157.06
"2010-10-01",157.08,157.44,152.2,153.71,8683400,153.71
"2010-10-04",153.95,155.96,152.79,155.39,5346500,155.39
"2010-10-05",157.08,161.21,157.01,160.87,5620000,160.87
"2010-10-06",160.6,160.68,154.6,155.4,6060800,155.4
"2010-10-07",156.51,157.4,153.39,156.27,4622000,156.27
"2010-10-08",155.18,156.28,152.78,155.55,6918400,155.55
"2010-10-11",154.89,156.63,152.34,153.03,4486400,153.03
"2010-10-12",152.51,156.95,151.4,156.48,5280800,156.48
"2010-10-13",156.69,156.79,153.85,155.17,5632800,155.17
"2010-10-14",155.16,156.95,154.23,155.53,4024100,155.53
"2010-10-15",158.42,164.88,156.75,164.64,10135500,164.64
"2010-10-18",165,165.19,161.82,163.56,6331300,163.56
"2010-10-19",160.68,162.8,157,158.67,7525000,158.67
"2010-10-20",158.78,159.87,156.57,158.67,5790400,158.67
"2010-10-21",162.67,166.13,161.29,164.97,13482500,164.97
"2010-10-22",162.45,170.17,162.27,169.13,16318400,169.13
"2010-10-25",171.57,171.99,168.32,169,6530900,169
"2010-10-26",167.57,171,167.5,169.95,4689600,169.95
"2010-10-27",168.91,169.75,166.54,167.51,5721800,167.51
"2010-10-28",168.31,168.49,165.05,166.84,4684400,166.84
"2010-10-29",165.8,168.5,164.81,165.23,4998500,165.23
"2010-11-01",164.45,164.58,161.52,162.58,5239900,162.58
"2010-11-02",163.75,165.94,163.36,164.61,4260000,164.61
"2010-11-03",165.4,168.61,162.29,168.47,6112100,168.47
"2010-11-04",169.86,172.53,168.4,168.93,7395900,168.93
"2010-11-05",169.35,171.65,168.59,170.77,5212200,170.77
"2010-11-08",170.84,173.2,168.78,171.99,5706000,171.99
"2010-11-09",172.67,173.14,169.06,170.27,3978600,170.27
"2010-11-10",170.59,173.37,169.41,173.33,5440300,173.33
"2010-11-11",171,172.05,169.42,170.37,5691700,170.37
"2010-11-12",170.12,171.26,165.05,165.68,7160600,165.68
"2010-11-15",165.16,165.35,158.56,158.9,9648600,158.9
"2010-11-16",158.74,160.91,156.77,157.78,6571400,157.78
"2010-11-17",157.84,160.85,157.55,158.35,4524900,158.35
"2010-11-18",160.74,165,160.74,164.17,6225300,164.17
"2010-11-19",163.95,164.99,162.84,164.82,4464800,164.82
"2010-11-22",165.1,170.6,165,170.39,6142500,170.39
"2010-11-23",168.61,168.81,164.62,168.2,6465300,168.2
"2010-11-24",171.53,177.89,171.53,177.25,10042500,177.25
"2010-11-26",177.36,178.38,176.16,177.2,4271600,177.2
"2010-11-29",179.99,181.84,177.57,179.49,9695000,179.49
"2010-11-30",176.95,177.7,174.9,175.4,6762200,175.4
"2010-12-01",179.16,179.32,176,176.55,5770100,176.55
"2010-12-02",176.86,177.45,173.92,176.53,5537600,176.53
"2010-12-03",175.5,176.4,174.05,175.68,4907500,175.68
"2010-12-06",175.52,178.43,174.6,178.05,5654200,178.05
"2010-12-07",180.5,181.47,176.57,176.77,5077100,176.77
"2010-12-08",177.49,178.16,175.2,176.29,3726900,176.29
"2010-12-09",177.77,178.11,173.8,174.85,4555500,174.85
"2010-12-10",174.88,175.95,173.36,175.62,3565500,175.62
"2010-12-13",176.33,177.94,173.73,174.25,4202500,174.25
"2010-12-14",174.28,175.76,173.09,173.94,3685300,173.94
"2010-12-15",173.72,179,173.59,175.57,5810500,175.57
"2010-12-16",175.58,178.3,175.04,178.04,4121500,178.04
"2010-12-17",178.41,178.75,177.02,177.58,4507300,177.58
"2010-12-20",179.27,183.98,178.04,183.29,8735300,183.29
"2010-12-21",183.88,185.65,182.6,184.75,5111000,184.75
"2010-12-22",185,185.45,184.11,184.76,2578100,184.76
"2010-12-23",184.34,184.98,181.89,182.59,3358200,182.59
"2010-12-27",181.9,183.14,180.45,182.14,2249400,182.14
"2010-12-28",182.1,182.77,181.05,181.09,1975000,181.09
"2010-12-29",181.8,184.35,180.41,183.37,3120100,183.37
"2010-12-30",183.92,184.55,182.75,182.75,1961200,182.75
"2010-12-31",181.96,182.3,179.51,180,3451900,180
"2011-01-03",181.37,186,181.21,184.22,5331400,184.22
"2011-01-04",186.15,187.7,183.78,185.01,5031800,185.01
"2011-01-05",184.1,187.45,184.07,187.42,3418800,187.42
"2011-01-06",186.5,187.41,185.25,185.86,3179700,185.86
"2011-01-07",187.88,188.45,183.74,185.49,5221700,185.49
"2011-01-10",185.04,185.29,182.51,184.68,3375900,184.68
"2011-01-11",185.42,186,183.21,184.34,2814200,184.34
"2011-01-12",185.36,185.38,183.3,184.08,2679100,184.08
"2011-01-13",183.6,186.45,183.51,185.53,3367000,185.53
"2011-01-14",185.5,188.94,184.92,188.75,3662800,188.75
"2011-01-18",188.66,191.6,188.25,191.25,3896200,191.25
"2011-01-19",190.9,191,186.21,186.87,3882400,186.87
"2011-01-20",185.29,186.85,181,181.96,5709900,181.96
"2011-01-21",183,183.25,176.84,177.42,6806200,177.42
"2011-01-24",177.95,178.49,174.15,176.85,5600300,176.85
"2011-01-25",175.5,176.75,174.28,176.7,4651000,176.7
"2011-01-26",177.51,177.89,174.63,175.39,3762200,175.39
"2011-01-27",177.48,185,177.31,184.45,14594400,184.45
"2011-01-28",171.45,173.71,166.9,171.14,19908200,171.14
"2011-01-31",170.16,171.44,167.41,169.64,6718100,169.64
"2011-02-01",170.52,173.1,169.51,172.11,5085900,172.11
"2011-02-02",171.42,175.2,170.87,173.53,4547500,173.53
"2011-02-03",173.5,174.67,171.95,173.71,3678900,173.71
"2011-02-04",174,177.19,173.75,175.93,4347800,175.93
"2011-02-07",176.15,177.55,174.77,176.43,5254700,176.43
"2011-02-08",176.66,183.11,176.59,183.06,7794900,183.06
"2011-02-09",183.15,186.47,182.26,185.3,8312700,185.3
"2011-02-10",184.39,187.24,183.6,186.21,5331400,186.21
"2011-02-11",185.56,189.5,185.37,189.25,4487900,189.25
"2011-02-14",189.25,191.4,188.35,190.42,4061300,190.42
"2011-02-15",188.73,190.49,188.25,189.03,3890900,189.03
"2011-02-16",189.77,190,186.35,186.62,4628200,186.62
"2011-02-17",185.77,189.09,185.31,187.76,3425500,187.76
"2011-02-18",187.54,188.5,185.13,186.5,4178600,186.5
"2011-02-22",183.68,184.72,179.32,180.42,5637100,180.42
"2011-02-23",180.25,181.15,174.39,176.68,5482000,176.68
"2011-02-24",176.86,179.75,174.56,177.75,4656500,177.75
"2011-02-25",178.95,180.75,177.1,177.24,4191400,177.24
"2011-02-28",173.91,175.89,172.15,173.29,6783200,173.29
"2011-03-01",173.53,173.96,168.67,169.44,5847100,169.44
"2011-03-02",169.09,173.3,168.35,172.02,5185700,172.02
"2011-03-03",173.71,174.46,172.05,172.79,4138200,172.79
"2011-03-04",172.62,172.75,169.51,171.67,4924300,171.67
"2011-03-07",171.92,172.09,166.24,169.08,5932900,169.08
"2011-03-08",169.39,169.71,166.72,166.89,4219000,166.89
"2011-03-09",166.67,169.75,163.9,169.05,7108900,169.05
"2011-03-10",167.07,168.47,164.82,166.14,5998400,166.14
"2011-03-11",165.5,169.2,164.12,168.07,4609900,168.07
"2011-03-14",166.6,168.08,164.57,166.73,4022000,166.73
"2011-03-15",161.39,166.88,160.76,165.08,4934500,165.08
"2011-03-16",164.7,168.14,162.87,164.7,5208100,164.7
"2011-03-17",165.91,166.3,160.78,160.97,6471400,160.97
"2011-03-18",161.19,163.54,160.59,161.82,7442700,161.82
"2011-03-21",163.37,165.79,161.72,164.52,4055100,164.52
"2011-03-22",164.07,164.44,162.25,162.6,3611400,162.6
"2011-03-23",162.3,166.26,160.82,165.32,4721300,165.32
"2011-03-24",168.21,172,167.36,171.1,6283200,171.1
"2011-03-25",171.64,173.49,170.3,170.98,4293800,170.98
"2011-03-28",171.8,172.5,169.25,169.35,3400800,169.35
"2011-03-29",170.73,174.84,170.07,174.62,4884600,174.62
"2011-03-30",177.78,181.16,177.66,179.42,6859300,179.42
"2011-03-31",179.31,181.57,178.5,180.13,4826500,180.13
"2011-04-01",181.58,183.25,178.59,180.13,5684100,180.13
"2011-04-04",180.89,183.61,180.69,182.94,4186400,182.94
"2011-04-05",182.1,186.36,181.8,185.29,5569200,185.29
"2011-04-06",186.15,188.27,181.12,182.76,5430700,182.76
"2011-04-07",182.78,185.17,181.76,184.91,4564000,184.91
"2011-04-08",185.26,186.22,182.78,184.71,3726400,184.71
"2011-04-11",184.86,186.49,181.85,184.04,3297100,184.04
"2011-04-12",183.06,184.59,179.42,180.48,5334500,180.48
"2011-04-13",180.83,182.88,179.8,182.29,4216300,182.29
"2011-04-14",181.39,182.08,179.36,181.82,3588200,181.82
"2011-04-15",181,181.78,179.02,180.01,4272400,180.01
"2011-04-18",178.38,178.91,175.37,178.34,4616500,178.34
"2011-04-19",178.35,179.47,176.6,178.82,2646000,178.82
"2011-04-20",181.62,185,181.59,183.87,4067500,183.87
"2011-04-21",184.56,185.97,183.05,185.89,3348100,185.89
"2011-04-25",185.65,186.35,183.77,185.42,3438100,185.42
"2011-04-26",186.27,186.42,180.74,182.3,11200000,182.3
"2011-04-27",183.2,197.8,182.75,196.63,23623000,196.63
"2011-04-28",195.96,196.79,192.27,195.07,7300000,195.07
"2011-04-29",194.38,196.59,193.78,195.81,6640900,195.81
"2011-05-02",196.57,203.42,196.18,201.19,9398100,201.19
"2011-05-03",201,202.59,196.69,198.45,6100000,198.45
"2011-05-04",198.25,201.86,195.37,199.97,6550000,199.97
"2011-05-05",198.66,201,196.12,197.11,4600000,197.11
"2011-05-06",199.1,199.56,196.56,197.6,4013900,197.6
"2011-05-09",198.34,202.36,196.78,200.8,5825400,200.8
"2011-05-10",201.94,205.29,201.56,203.94,5885900,203.94
"2011-05-11",203.12,205.5,202.25,204.38,4809000,204.38
"2011-05-12",204.22,206.19,200.62,206.07,4800000,206.07
"2011-05-13",205.7,206.39,202.36,202.56,4123700,202.56
"2011-05-16",200.54,200.9,191.37,192.51,9386400,192.51
"2011-05-17",191.82,195.98,191.76,194.81,7073300,194.81
"2011-05-18",194.13,198.28,193.25,197.09,4955800,197.09
"2011-05-19",198.33,199.95,197.55,198.8,3701200,198.8
"2011-05-20",197.95,199.8,197.24,198.65,3381000,198.65
"2011-05-23",195.56,197.29,192.02,196.22,4200000,196.22
"2011-05-24",197,197,193,193.27,2972700,193.27
"2011-05-25",192.26,194.35,191.14,192.26,4661300,192.26
"2011-05-26",191.24,196.45,190.88,195,4075200,195
"2011-05-27",194.76,196.12,193.5,194.13,2352600,194.13
"2011-05-31",195.94,198.44,195.03,196.69,3409000,196.69
"2011-06-01",196.06,197.26,192.05,192.4,3445200,192.4
"2011-06-02",192.28,194.44,190.56,193.65,3044900,193.65
"2011-06-03",191.23,193.21,187.62,188.32,4974500,188.32
"2011-06-06",188.01,189.85,185.18,185.69,3716000,185.69
"2011-06-07",185.72,190.63,185.52,187.55,4866500,187.55
"2011-06-08",187.45,189.81,186.32,188.05,3716600,188.05
"2011-06-09",189.74,191.76,185.71,189.68,4187300,189.68
"2011-06-10",189.25,190.77,186.28,186.53,3760400,186.53
"2011-06-13",186.29,189.31,184.86,186.29,3870200,186.29
"2011-06-14",188.99,190.72,187.07,189.96,3960300,189.96
"2011-06-15",188.04,192.45,185.3,185.98,6317700,185.98
"2011-06-16",185.74,187,181.59,183.65,6032100,183.65
"2011-06-17",186.51,187.39,184.64,186.37,6322200,186.37
"2011-06-20",185.96,188.85,185.57,187.72,2831700,187.72
"2011-06-21",188.3,195,187.12,194.23,4182600,194.23
"2011-06-22",193.96,195.2,191.32,191.63,3129700,191.63
"2011-06-23",189.5,194.46,188.3,194.16,4609600,194.16
"2011-06-24",193.88,194.92,191.35,192.55,3614500,192.55
"2011-06-27",194.5,202.58,194.03,201.25,6100700,201.25
"2011-06-28",201.92,202.88,200.6,202.35,3825300,202.35
"2011-06-29",202.67,206.25,201.03,204.18,4608900,204.18
"2011-06-30",200.78,205.2,200.5,204.49,4448100,204.49
"2011-07-01",205.55,210.27,203.61,209.49,4008700,209.49
"2011-07-05",208.76,214.45,208.73,213.19,3585200,213.19
"2011-07-06",212.12,214.4,211.01,214.19,2607600,214.19
"2011-07-07",215.09,217.8,215.09,216.74,3144900,216.74
"2011-07-08",214.3,218.32,213.25,218.28,3707900,218.28
"2011-07-11",216.74,217.5,211,212.55,4033700,212.55
"2011-07-12",214.64,215.65,211.12,211.23,3985700,211.23
"2011-07-13",214.7,216.83,212.14,213.5,4229900,213.5
"2011-07-14",213.58,215.91,209.38,210.38,3902500,210.38
"2011-07-15",213.08,214.53,209.29,212.87,4072600,212.87
"2011-07-18",212.53,213.39,208.29,211.53,2898100,211.53
"2011-07-19",213.77,218.4,213.77,218.06,4437200,218.06
"2011-07-20",220.05,220.2,214.41,215.55,3372900,215.55
"2011-07-21",216.74,217.09,211.07,213.21,4545300,213.21
"2011-07-22",213.86,217.95,211.11,216.52,3591700,216.52
"2011-07-25",215.49,216.08,213,213.49,3342800,213.49
"2011-07-26",214.99,215.6,210.35,214.18,9863600,214.18
"2011-07-27",224.39,227.2,219.62,222.52,12955600,222.52
"2011-07-28",223.27,225.95,220.23,223.9,5354900,223.9
"2011-07-29",221.29,225.75,219.51,222.52,5167700,222.52
"2011-08-01",225,227.45,217.66,221.32,5789300,221.32
"2011-08-02",220.32,222.43,211.3,211.7,6586700,211.7
"2011-08-03",212.97,214.83,205.54,209.96,8197100,209.96
"2011-08-04",206.73,208,201.45,201.48,6579500,201.48
"2011-08-05",204.67,207.32,194.84,202.7,10024000,202.7
"2011-08-08",196.4,200.39,190.05,193.7,10427500,193.7
"2011-08-09",196.7,205.09,190.46,205.09,10491200,205.09
"2011-08-10",200.76,202.4,193.6,194.13,8757600,194.13
"2011-08-11",197.01,200.85,191.36,198.36,7401900,198.36
"2011-08-12",200.28,204.56,197.21,202.3,5620400,202.3
"2011-08-15",202.06,205.28,198.32,202.95,4785900,202.95
"2011-08-16",201.14,201.39,194.75,197.68,5205900,197.68
"2011-08-17",198.53,199.6,193.74,195.93,3991100,195.93
"2011-08-18",191.21,191.34,179.72,182.52,8275200,182.52
"2011-08-19",180.29,190,177.55,178.93,7244200,178.93
"2011-08-22",182.83,184.2,177.1,177.54,5313700,177.54
"2011-08-23",178.92,194.84,178.52,193.55,7351600,193.55
"2011-08-24",193.89,196.31,190.17,193.73,6248700,193.73
"2011-08-25",194.41,196.99,191.07,192.03,3760800,192.03
"2011-08-26",191.24,199.72,189.6,199.27,5310700,199.27
"2011-08-29",202.82,206.67,202.55,206.53,4511000,206.53
"2011-08-30",205.78,212.49,204.32,210.92,5915700,210.92
"2011-08-31",212.27,216.17,211.35,215.23,7405000,215.23
"2011-09-01",215.28,217.64,211.62,212.54,5275300,212.54
"2011-09-02",208.94,210.69,207,210,4232000,210
"2011-09-06",204.77,216.6,204.47,216.18,6216200,216.18
"2011-09-07",218.8,220.19,214.22,219.9,5295800,219.9
"2011-09-08",218.3,220.64,216.34,217.26,4397900,217.26
"2011-09-09",215.05,216.96,209.75,211.39,4574300,211.39
"2011-09-12",208.75,216.66,208.65,216.56,5342100,216.56
"2011-09-13",217.79,219.95,215.01,219.53,4835900,219.53
"2011-09-14",220.22,224.99,216.72,222.57,5881700,222.57
"2011-09-15",223.99,227.2,221.25,226.78,5608800,226.78
"2011-09-16",227.57,240.44,226.74,239.3,11753000,239.3
"2011-09-19",237.11,244,232.88,241.69,8223300,241.69
"2011-09-20",240.8,241.05,231.03,233.25,7385500,233.25
"2011-09-21",234.51,240.52,231.81,231.87,5881500,231.87
"2011-09-22",224.72,228.79,219,223.23,8254600,223.23
"2011-09-23",220.51,224.49,219.06,223.61,6468100,223.61
"2011-09-26",227.48,230.24,221.4,229.85,5794100,229.85
"2011-09-27",234.22,234.75,222.4,224.21,7837500,224.21
"2011-09-28",226.35,235.81,225.6,229.71,14436900,229.71
"2011-09-29",234.17,234.3,216.29,222.44,9378500,222.44
"2011-09-30",218.19,223,215.21,216.23,6550300,216.23
"2011-10-03",217.01,221.6,211.39,211.98,6624400,211.98
"2011-10-04",209.62,215,200.43,212.5,8711600,212.5
"2011-10-05",212.53,220.17,208.48,219.5,6508200,219.5
"2011-10-06",220.28,223.62,217.55,221.51,6849300,221.51
"2011-10-07",222.48,227.9,218.41,224.74,6784300,224.74
"2011-10-10",226.23,232.8,224.1,231.32,5143100,231.32
"2011-10-11",230.6,236.75,229,235.48,5003700,235.48
"2011-10-12",236.64,241.84,234.33,236.81,6510800,236.81
"2011-10-13",237,239.68,235.23,236.15,4833500,236.15
"2011-10-14",240.87,246.71,240.18,246.71,5923700,246.71
"2011-10-17",244.29,246.71,240.67,242.33,4779000,242.33
"2011-10-18",242.31,244.61,236.62,243.88,4609700,243.88
"2011-10-19",240.67,243.33,229.25,231.53,6715100,231.53
"2011-10-20",232.13,234.74,229.8,233.61,4524900,233.61
"2011-10-21",236.91,237,230.6,234.78,4572500,234.78
"2011-10-24",236.02,240.47,234,237.61,4975800,237.61
"2011-10-25",238.59,239.01,225.89,227.15,14012600,227.15
"2011-10-26",203.69,207.58,196.51,198.4,24134200,198.4
"2011-10-27",204.26,208.6,201.1,206.78,10774300,206.78
"2011-10-28",206.53,218.4,205.75,217.32,9880400,217.32
"2011-10-31",215.79,218.89,213.04,213.51,7343300,213.51
"2011-11-01",208.11,216.21,207.43,212.1,8511800,212.1
"2011-11-02",215.55,216.79,212.72,215.62,6133200,215.62
"2011-11-03",216.3,218.5,213.02,218.29,5315000,218.29
"2011-11-04",217.65,218.23,214.33,216.48,4065800,216.48
"2011-11-07",216.84,220.2,214,217,3860000,217
"2011-11-08",219.2,219.35,215.21,217.99,3914500,217.99
"2011-11-09",214.95,215.7,210.6,211.22,4680600,211.22
"2011-11-10",213.5,214.06,208.1,210.79,5044600,210.79
"2011-11-11",212.52,217.88,210.31,217.39,5163100,217.39
"2011-11-14",215.65,222.35,214.25,218.93,6522200,218.93
"2011-11-15",218,220.33,214.26,217.83,5739000,217.83
"2011-11-16",216.27,216.97,211.23,211.99,5509400,211.99
"2011-11-17",212.51,212.9,202.1,204.52,7983100,204.52
"2011-11-18",205.33,205.34,197.11,197.14,8437500,197.14
"2011-11-21",193.29,193.36,185.05,189.25,11321200,189.25
"2011-11-22",186.95,194.04,183.58,192.34,9915600,192.34
"2011-11-23",193.06,194.6,187.89,188.99,8011300,188.99
"2011-11-25",190.41,190.83,181.51,182.4,4972000,182.4
"2011-11-28",191.65,194.62,190.54,194.15,7207300,194.15
"2011-11-29",194.78,195.5,187.3,188.39,6575100,188.39
"2011-11-30",194.76,195.3,188.75,192.29,7717000,192.29
"2011-12-01",191.85,198.07,191.59,197.13,7327700,197.13
"2011-12-02",197.07,199.66,195.18,196.03,7526200,196.03
"2011-12-05",198.86,199,193.67,196.24,5922100,196.24
"2011-12-06",195.98,198.32,190.11,191.99,5202000,191.99
"2011-12-07",191.03,196.71,189.12,195.32,6427300,195.32
"2011-12-08",193.57,195.89,190.08,190.48,4361100,190.48
"2011-12-09",191.21,193.95,188.4,193.03,5158800,193.03
"2011-12-12",190.03,191.15,187.63,189.52,4343200,189.52
"2011-12-13",188.56,189.68,178.5,180.51,9297300,180.51
"2011-12-14",179,180.75,170.25,180.21,11614200,180.21
"2011-12-15",182.05,184.8,179.53,181.26,7259900,181.26
"2011-12-16",182.42,184.41,180.31,181.26,6664100,181.26
"2011-12-19",182,183.17,179,179.33,4533600,179.33
"2011-12-20",182.69,183.17,180.54,182.52,4600100,182.52
"2011-12-21",181.92,183.5,172.49,174.35,8066700,174.35
"2011-12-22",175.09,179.67,174.21,179.03,4694900,179.03
"2011-12-23",179.22,179.68,175.6,177.28,3496500,177.28
"2011-12-27",177.73,178.59,176.16,176.27,2950900,176.27
"2011-12-28",176.39,176.65,172.28,173.89,3659500,173.89
"2011-12-29",169.62,174.55,166.97,173.86,8209300,173.86
"2011-12-30",173.36,175.17,172.49,173.1,4279800,173.1
"2012-01-03",175.89,179.48,175.55,179.03,5110800,179.03
"2012-01-04",179.21,180.5,176.07,177.51,4205200,177.51
"2012-01-05",175.94,178.25,174.05,177.61,3809100,177.61
"2012-01-06",178.07,184.65,177.5,182.61,7008400,182.61
"2012-01-09",182.76,184.37,177,178.56,5056900,178.56
"2012-01-10",181.1,182.4,177.1,179.34,3985800,179.34
"2012-01-11",179.64,180.77,178.19,178.9,3102700,178.9
"2012-01-12",179.42,179.49,175.75,175.93,5385800,175.93
"2012-01-13",175.81,178.8,173.5,178.42,4753500,178.42
"2012-01-17",180.15,183.3,178.51,181.66,5644500,181.66
"2012-01-18",181.94,190.25,181.12,189.44,7473500,189.44
"2012-01-19",190.88,195.94,190.36,194.45,7096000,194.45
"2012-01-20",190.71,192.9,189.04,190.93,5610300,190.93
"2012-01-23",190.79,191.73,185.23,186.09,4585300,186.09
"2012-01-24",185,188.41,183.82,187,4673800,187
"2012-01-25",186.99,188.17,184.61,187.8,4306400,187.8
"2012-01-26",189.3,194.85,188.73,193.32,5873600,193.32
"2012-01-27",193.09,196.5,192.33,195.37,4659000,195.37
"2012-01-30",193.68,195,190.13,192.15,5424100,192.15
"2012-01-31",194,195.63,189.7,194.44,12772200,194.44
"2012-02-01",173.81,179.95,172,179.46,21336600,179.46
"2012-02-02",179.65,181.94,176.8,181.72,8736300,181.72
"2012-02-03",182.83,187.9,181.89,187.68,8120500,187.68
"2012-02-06",186.28,186.56,182.92,183.14,5310000,183.14
"2012-02-07",182.65,184.94,182.06,184.19,5103900,184.19
"2012-02-08",184.95,186.49,182.91,185.48,5476600,185.48
"2012-02-09",184.5,185.69,181.76,184.98,7189200,184.98
"2012-02-10",183.42,187.63,182.52,185.54,5797100,185.54
"2012-02-13",187.17,192.5,185.68,191.59,6071400,191.59
"2012-02-14",191.08,193.57,186.1,191.3,9527100,191.3
"2012-02-15",191.29,191.54,183.26,184.47,7794400,184.47
"2012-02-16",177.79,181.68,175.14,179.93,12563800,179.93
"2012-02-17",180.09,183.41,179.36,182.5,7418100,182.5
"2012-02-21",182.65,184.75,180.58,182.26,6756500,182.26
"2012-02-22",181.95,182.99,180.29,180.58,5785400,180.58
"2012-02-23",179.64,180.75,176.96,178.89,5153800,178.89
"2012-02-24",179.7,180.74,178.37,179.13,3668700,179.13
"2012-02-27",177.54,179.19,176.5,178.53,3706200,178.53
"2012-02-28",178.9,184.29,177.95,183.8,5764500,183.8
"2012-02-29",183.89,184,179.01,179.69,5300300,179.69
"2012-03-01",179.89,180.49,176.58,180.04,4936000,180.04
"2012-03-02",179.48,181.84,178.92,179.3,3657800,179.3
"2012-03-05",179,181.82,178.18,180.26,4682700,180.26
"2012-03-06",178.68,183.5,178.04,181.09,5612200,181.09
"2012-03-07",182.65,185.5,182.4,183.77,4951500,183.77
"2012-03-08",184.17,188.38,183.8,187.64,4221500,187.64
"2012-03-09",186.79,187.2,183.44,184.32,4510600,184.32
"2012-03-12",184.13,185.4,182.2,183.39,2587600,183.39
"2012-03-13",183.92,184.87,180.77,184.59,4405800,184.59
"2012-03-14",183.65,184.32,181.14,182.26,3699700,182.26
"2012-03-15",182.02,184.43,180.3,184.43,4160100,184.43
"2012-03-16",183.28,185.68,182.35,185.05,4934000,185.05
"2012-03-19",183.45,186.68,183,185.52,3903400,185.52
"2012-03-20",184.88,194.41,182.88,192.33,9165400,192.33
"2012-03-21",192.5,194.28,191.26,191.73,4214400,191.73
"2012-03-22",190.54,194.06,190.26,192.4,3739600,192.4
"2012-03-23",192.01,196.2,191.8,195.04,5984000,195.04
"2012-03-26",196.48,202.97,195.5,202.87,7613700,202.87
